Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Source,SourceNotes,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog
illuminated tree,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_1_0.png,pink,light color,na,na,Yes,Yes,No,7,-1,6700,pink,pink,Crafting,Festive seasonal DIY using ornaments (from shaking trees),party,fancy,festive,None,Yes,seasonal decor,nfs
illuminated tree,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_2_0.png,blue,light color,na,na,Yes,Yes,No,7,-1,6700,light blue,light blue,Crafting,Festive seasonal DIY using ornaments (from shaking trees),party,fancy,festive,None,Yes,seasonal decor,nfs
illuminated tree,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_3_0.png,orange,light color,na,na,Yes,Yes,No,7,-1,6700,orange,orange,Crafting,Festive seasonal DIY using ornaments (from shaking trees),party,fancy,festive,None,Yes,seasonal decor,nfs
illuminated tree,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_4_0.png,white,light color,na,na,Yes,Yes,No,7,-1,6700,white,white,Crafting,Festive seasonal DIY using ornaments (from shaking trees),party,fancy,festive,None,Yes,seasonal decor,nfs
illuminated tree,https://acnhcdn.com/latest/FtrIcon/FtrIllumiTree_Remake_5_0.png,rainbow,light color,na,na,Yes,Yes,No,7,-1,6700,colorful,white,Crafting,Festive seasonal DIY using ornaments (from shaking trees),party,fancy,festive,None,Yes,seasonal decor,nfs
imperial bed,https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_0_0.png,red,na,na,na,No,No,No,-1,23000,5750,red,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,zen,None,Yes,bed,fs
imperial bed,https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_1_0.png,blue,na,na,na,No,No,No,-1,23000,5750,blue,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,zen,None,Yes,bed,fs
imperial bed,https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_2_0.png,brown,na,na,na,No,No,No,-1,23000,5750,brown,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,zen,None,Yes,bed,fs
imperial bed,https://acnhcdn.com/latest/FtrIcon/FtrOrientalBedW_Remake_3_0.png,black,na,na,na,No,No,No,-1,23000,5750,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",zen-style,None,zen,None,Yes,bed,fs
imperial chest,https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_0_0.png,red,na,na,na,No,No,No,-1,9300,2325,red,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Yes,chest,fs
imperial chest,https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_1_0.png,blue,na,na,na,No,No,No,-1,9300,2325,blue,gray,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Yes,chest,fs
imperial chest,https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_2_0.png,brown,na,na,na,No,No,No,-1,9300,2325,brown,yellow,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Yes,chest,fs
imperial chest,https://acnhcdn.com/latest/FtrIcon/FtrOrientalChest_Remake_3_0.png,black,na,na,na,No,No,No,-1,9300,2325,black,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,Yes,chest,fs
imperial dining chair,https://acnhcdn.com/latest/FtrIcon/FtrChineseChair_Remake_0_0.png,black,na,na,na,No,No,No,-1,29000,7250,red,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,chair,fs
imperial dining chair,https://acnhcdn.com/latest/FtrIcon/FtrChineseChair_Remake_1_0.png,brown,na,na,na,No,No,No,-1,29000,7250,green,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,chair,fs
imperial dining table,https://acnhcdn.com/latest/FtrIcon/FtrLazysusan_Remake_0_0.png,red,na,na,na,No,No,No,-1,73000,18250,red,colorful,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,table,fs
imperial dining table,https://acnhcdn.com/latest/FtrIcon/FtrLazysusan_Remake_1_0.png,brown,na,na,na,No,No,No,-1,73000,18250,brown,colorful,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",shop,zen-style,None,imperial dining,Yes,table,fs
imperial low table,https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_0_0.png,red,na,na,na,No,No,No,-1,3700,925,red,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,table,fs
imperial low table,https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_1_0.png,blue,na,na,na,No,No,No,-1,3700,925,blue,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,table,fs
imperial low table,https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_2_0.png,brown,na,na,na,No,No,No,-1,3700,925,brown,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,table,fs
imperial low table,https://acnhcdn.com/latest/FtrIcon/FtrOrientalTableM_Remake_3_0.png,black,na,na,na,No,No,No,-1,3700,925,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,table,fs
imperial partition,https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_0_0.png,red,na,na,na,No,No,No,-1,5000,1250,red,red,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,screen,fs
imperial partition,https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_1_0.png,blue,na,na,na,No,No,No,-1,5000,1250,blue,blue,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,screen,fs
imperial partition,https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_2_0.png,brown,na,na,na,No,No,No,-1,5000,1250,brown,brown,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,screen,fs
imperial partition,https://acnhcdn.com/latest/FtrIcon/FtrOrientalScreen_Remake_3_0.png,black,na,na,na,No,No,No,-1,5000,1250,black,black,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",zen-style,None,zen,None,No,screen,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_0_0.png,blue,na,na,na,No,No,No,-1,1100,275,light blue,light blue,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_1_0.png,green,na,na,na,No,No,No,-1,1100,275,green,green,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_2_0.png,purple,na,na,na,No,No,No,-1,1100,275,purple,purple,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_3_0.png,pink,na,na,na,No,No,No,-1,1100,275,pink,pink,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_4_0.png,lime,na,na,na,No,No,No,-1,1100,275,yellow,yellow,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_5_0.png,polka dots,na,na,na,No,No,No,-1,1100,275,colorful,white,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_6_0.png,rainbow,na,na,na,No,No,No,-1,1100,275,colorful,colorful,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
inflatable sofa,https://acnhcdn.com/latest/FtrIcon/FtrAirsofa_Remake_7_0.png,camouflage,na,na,na,No,No,No,-1,1100,275,beige,green,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",outdoors,None,None,None,Yes,bed,fs
iron closet,https://acnhcdn.com/latest/FtrIcon/FtrIronClosetLR_Remake_0_0.png,black,body color,na,na,Yes,Yes,No,7,-1,9000,black,black,Crafting,,living room,None,iron,None,Yes,chest,nfs
iron closet,https://acnhcdn.com/latest/FtrIcon/FtrIronClosetLR_Remake_1_0.png,white,body color,na,na,Yes,Yes,No,7,-1,9000,white,white,Crafting,,living room,None,iron,None,Yes,chest,nfs
iron frame,https://acnhcdn.com/latest/FtrIcon/FtrIronframe_Remake_0_0.png,red,coating,na,na,Yes,Yes,No,7,-1,15000,red,black,Crafting,,garage,None,None,None,No,vehicle,nfs
iron frame,https://acnhcdn.com/latest/FtrIcon/FtrIronframe_Remake_1_0.png,gray,coating,na,na,Yes,Yes,No,7,-1,15000,gray,gray,Crafting,,garage,None,None,None,No,vehicle,nfs
iron frame,https://acnhcdn.com/latest/FtrIcon/FtrIronframe_Remake_2_0.png,black,coating,na,na,Yes,Yes,No,7,-1,15000,black,gray,Crafting,,garage,None,None,None,No,vehicle,nfs
iron garden bench,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_0_0.png,green,body color,na,na,Yes,Yes,No,7,-1,6000,green,green,Crafting,,garden,None,iron,None,Yes,sofa,nfs
iron garden bench,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_1_0.png,blue,body color,na,na,Yes,Yes,No,7,-1,6000,blue,blue,Crafting,,garden,None,iron,None,Yes,sofa,nfs
iron garden bench,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_2_0.png,brown,body color,na,na,Yes,Yes,No,7,-1,6000,brown,brown,Crafting,,garden,None,iron,None,Yes,sofa,nfs
iron garden bench,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_3_0.png,black,body color,na,na,Yes,Yes,No,7,-1,6000,black,black,Crafting,,garden,None,iron,None,Yes,sofa,nfs
iron garden bench,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_4_0.png,white,body color,na,na,Yes,Yes,No,7,-1,6000,white,white,Crafting,,garden,None,iron,None,Yes,sofa,nfs
iron garden chair,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_0_0.png,green,body color,na,na,Yes,Yes,No,3,-1,2250,green,green,Crafting,,garden,None,iron,None,Yes,chair,nfs
iron garden chair,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_1_0.png,blue,body color,na,na,Yes,Yes,No,3,-1,2250,blue,blue,Crafting,,garden,None,iron,None,Yes,chair,nfs
iron garden chair,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_2_0.png,brown,body color,na,na,Yes,Yes,No,3,-1,2250,brown,brown,Crafting,,garden,None,iron,None,Yes,chair,nfs
iron garden chair,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_3_0.png,black,body color,na,na,Yes,Yes,No,3,-1,2250,black,black,Crafting,,garden,None,iron,None,Yes,chair,nfs
iron garden chair,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_4_0.png,white,body color,na,na,Yes,Yes,No,3,-1,2250,white,white,Crafting,,garden,None,iron,None,Yes,chair,nfs
iron garden table,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_0_0.png,green,body color,na,na,Yes,Yes,No,5,-1,3750,green,green,Crafting,,garden,None,iron,None,No,table,nfs
iron garden table,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_1_0.png,blue,body color,na,na,Yes,Yes,No,5,-1,3750,blue,blue,Crafting,,garden,None,iron,None,No,table,nfs
iron garden table,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_2_0.png,brown,body color,na,na,Yes,Yes,No,5,-1,3750,brown,brown,Crafting,,garden,None,iron,None,No,table,nfs
iron garden table,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_3_0.png,black,body color,na,na,Yes,Yes,No,5,-1,3750,black,black,Crafting,,garden,None,iron,None,No,table,nfs
iron garden table,https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_4_0.png,white,body color,na,na,Yes,Yes,No,5,-1,3750,white,white,Crafting,,garden,None,iron,None,No,table,nfs
iron hanger stand,https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_0_0.png,black,body color,navy,shawl,Yes,Yes,Yes,4,-1,2250,black,blue,Crafting,,living room,None,iron,None,No,chest,nfs
iron hanger stand,https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_0_1.png,black,body color,shell pink,shawl,Yes,Yes,Yes,4,-1,2250,black,pink,Crafting,,living room,None,iron,None,No,chest,nfs
iron hanger stand,https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_1_0.png,white,body color,navy,shawl,Yes,Yes,Yes,4,-1,2250,white,blue,Crafting,,living room,None,iron,None,No,chest,nfs
iron hanger stand,https://acnhcdn.com/latest/FtrIcon/FtrIronHanger_Remake_1_1.png,white,na,shell pink,shawl,Yes,No,Yes,4,-1,2250,white,pink,Crafting,,living room,None,iron,None,No,chest,nfs
iron shelf,https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_0_0.png,black,body color,na,na,Yes,Yes,No,7,-1,10500,black,gray,Crafting,,living room,None,iron,None,No,shelf,nfs
iron shelf,https://acnhcdn.com/latest/FtrIcon/FtrIronShelf_Remake_1_0.png,white,body color,na,na,Yes,Yes,No,7,-1,10500,white,brown,Crafting,,living room,None,iron,None,No,shelf,nfs
iron worktable,https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png,black,body color,na,na,Yes,Yes,No,7,-1,7500,black,black,Crafting,,garage,None,iron,None,No,table,nfs
iron worktable,https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_1_0.png,white,body color,na,na,Yes,Yes,No,7,-1,7500,white,white,Crafting,,garage,None,iron,None,No,table,nfs
ironing board,https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_0.png,na,na,stripes,ironing board,No,No,Yes,1,2300,575,black,light blue,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,home appliances,fs
ironing board,https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_1.png,na,na,checkered,ironing board,No,No,Yes,1,2300,575,black,pink,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,home appliances,fs
ironing board,https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_2.png,na,na,dots,ironing board,No,No,Yes,1,2300,575,black,yellow,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,home appliances,fs
ironing board,https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_3.png,na,na,leaves,ironing board,No,No,Yes,1,2300,575,black,green,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,home appliances,fs
ironing board,https://acnhcdn.com/latest/FtrIcon/FtrIronstand_Remake_0_4.png,na,na,triangles,ironing board,No,No,Yes,1,2300,575,black,gray,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,living room,None,None,None,No,home appliances,fs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_0_0.png,birch,lumber type,navy,bedding,Yes,Yes,Yes,8,-1,9900,beige,black,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_0_1.png,birch,lumber type,blue-gray,bedding,Yes,Yes,Yes,8,-1,9900,beige,light blue,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_0_2.png,birch,lumber type,brown,bedding,Yes,Yes,Yes,8,-1,9900,beige,brown,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_1_0.png,teak,lumber type,navy,bedding,Yes,Yes,Yes,8,-1,9900,orange,black,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_1_1.png,teak,lumber type,blue-gray,bedding,Yes,Yes,Yes,8,-1,9900,orange,light blue,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_1_2.png,teak,lumber type,brown,bedding,Yes,Yes,Yes,8,-1,9900,orange,brown,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_2_0.png,walnut,lumber type,navy,bedding,Yes,Yes,Yes,8,-1,9900,brown,black,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_2_1.png,walnut,lumber type,blue-gray,bedding,Yes,Yes,Yes,8,-1,9900,brown,light blue,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_2_2.png,walnut,lumber type,brown,bedding,Yes,Yes,Yes,8,-1,9900,brown,brown,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_3_0.png,old,lumber type,navy,bedding,Yes,Yes,Yes,8,-1,9900,brown,black,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_3_1.png,old,lumber type,blue-gray,bedding,Yes,Yes,Yes,8,-1,9900,brown,light blue,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_3_2.png,old,lumber type,brown,bedding,Yes,Yes,Yes,8,-1,9900,brown,brown,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_4_0.png,oak,na,navy,bedding,Yes,No,Yes,8,-1,9900,brown,black,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_4_1.png,oak,na,blue-gray,bedding,Yes,No,Yes,8,-1,9900,brown,light blue,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood bed,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodBedS_Remake_4_2.png,oak,na,brown,bedding,Yes,No,Yes,8,-1,9900,brown,brown,Crafting,,living room,None,ironwood,None,Yes,bed,nfs
ironwood cart,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,5,-1,3720,beige,black,Crafting,,living room,None,ironwood,None,No,desk,nfs
ironwood cart,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,5,-1,3720,orange,black,Crafting,,living room,None,ironwood,None,No,desk,nfs
ironwood cart,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,5,-1,3720,brown,black,Crafting,,living room,None,ironwood,None,No,desk,nfs
ironwood cart,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,5,-1,3720,brown,black,Crafting,,living room,None,ironwood,None,No,desk,nfs
ironwood cart,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodServingcart_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,5,-1,3720,orange,white,Crafting,,living room,None,ironwood,None,No,desk,nfs
ironwood chair,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,3,-1,1860,beige,black,Crafting,,living room,None,ironwood,None,Yes,chair,nfs
ironwood chair,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,3,-1,1860,orange,black,Crafting,,living room,None,ironwood,None,Yes,chair,nfs
ironwood chair,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,3,-1,1860,brown,black,Crafting,,living room,None,ironwood,None,Yes,chair,nfs
ironwood chair,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,3,-1,1860,brown,black,Crafting,,living room,None,ironwood,None,Yes,chair,nfs
ironwood chair,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChairS_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,3,-1,1860,orange,white,Crafting,,living room,None,ironwood,None,Yes,chair,nfs
ironwood cupboard,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,7,-1,9780,beige,black,Crafting,,kitchen,None,ironwood,None,No,shelf,nfs
ironwood cupboard,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,7,-1,9780,orange,black,Crafting,,kitchen,None,ironwood,None,No,shelf,nfs
ironwood cupboard,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,7,-1,9780,brown,black,Crafting,,kitchen,None,ironwood,None,No,shelf,nfs
ironwood cupboard,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,7,-1,9780,brown,black,Crafting,,kitchen,None,ironwood,None,No,shelf,nfs
ironwood cupboard,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodCupboard_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,7,-1,9780,orange,white,Crafting,,kitchen,None,ironwood,None,No,shelf,nfs
ironwood DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,7,-1,8520,beige,black,Crafting,,garage,None,ironwood,None,Yes,work bench,nfs
ironwood DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,7,-1,8520,orange,black,Crafting,,garage,None,ironwood,None,Yes,work bench,nfs
ironwood DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,7,-1,8520,brown,black,Crafting,,garage,None,ironwood,None,Yes,work bench,nfs
ironwood DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,7,-1,8520,brown,black,Crafting,,garage,None,ironwood,None,Yes,work bench,nfs
ironwood DIY workbench,https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchIronwood_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,7,-1,8520,orange,white,Crafting,,garage,None,ironwood,None,Yes,work bench,nfs
ironwood dresser,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,6,-1,3840,beige,black,Crafting,,living room,None,ironwood,None,Yes,chest,nfs
ironwood dresser,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,6,-1,3840,orange,black,Crafting,,living room,None,ironwood,None,Yes,chest,nfs
ironwood dresser,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,6,-1,3840,brown,black,Crafting,,living room,None,ironwood,None,Yes,chest,nfs
ironwood dresser,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,6,-1,3840,brown,black,Crafting,,living room,None,ironwood,None,Yes,chest,nfs
ironwood dresser,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodChest_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,6,-1,3840,orange,white,Crafting,,living room,None,ironwood,None,Yes,chest,nfs
ironwood kitchenette,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,7,-1,7560,beige,gray,Crafting,,kitchen,None,ironwood,None,No,kitchen,nfs
ironwood kitchenette,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,7,-1,7560,orange,gray,Crafting,,kitchen,None,ironwood,None,No,kitchen,nfs
ironwood kitchenette,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,7,-1,7560,brown,gray,Crafting,,kitchen,None,ironwood,None,No,kitchen,nfs
ironwood kitchenette,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_3_0.png,old,lumber type,na,na,Yes,Yes,No,7,-1,7560,brown,gray,Crafting,,kitchen,None,ironwood,None,No,kitchen,nfs
ironwood kitchenette,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodKitchen_Remake_4_0.png,oak,lumber type,na,na,Yes,Yes,No,7,-1,7560,orange,gray,Crafting,,kitchen,None,ironwood,None,No,kitchen,nfs
ironwood low table,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_0_0.png,birch,lumber type,na,na,Yes,Yes,No,5,-1,3720,beige,black,Crafting,,living room,None,ironwood,None,No,table,nfs
ironwood low table,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_1_0.png,teak,lumber type,na,na,Yes,Yes,No,5,-1,3720,orange,black,Crafting,,living room,None,ironwood,None,No,table,nfs
ironwood low table,https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_2_0.png,walnut,lumber type,na,na,Yes,Yes,No,5,-1,3720,brown,black,Crafting,,living room,None,ironwood,None,No,table,nfs
