Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,SpeakerType,LightingType,Catalog,Filename,VariantID,InternalID,UniqueEntryID
long bathtub,https://acnhcdn.com/acdb/housewares/FtrBathtub_Remake_2_0.png,White marble,NA,NA,NA,No,No,No,NA,7800,1950,Beige,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrBathtub_Remake_2_0,2_0,4080,MtP2F2X6b7BYEYMe2
long bathtub,https://acnhcdn.com/acdb/housewares/FtrBathtub_Remake_3_0.png,Pink,NA,NA,NA,No,No,No,NA,7800,1950,Pink,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrBathtub_Remake_3_0,3_0,4080,AJyTNWmdydZ7pX7pk
long bathtub,https://acnhcdn.com/acdb/housewares/FtrBathtub_Remake_4_0.png,Light blue,NA,NA,NA,No,No,No,NA,7800,1950,Light Blue,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrBathtub_Remake_4_0,4_0,4080,B5qb4SJHTHfmeF5fw
long bathtub,https://acnhcdn.com/acdb/housewares/FtrBathtub_Remake_5_0.png,Green,NA,NA,NA,No,No,No,NA,7800,1950,Green,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrBathtub_Remake_5_0,5_0,4080,L5Z6osYQ3nBaLQaT4
long bathtub,https://acnhcdn.com/acdb/housewares/FtrBathtub_Remake_6_0.png,Two-toned tile,NA,NA,NA,No,No,No,NA,7800,1950,Light Blue,White,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,Does not play music,No lighting,For sale,FtrBathtub_Remake_6_0,6_0,4080,rjZJQ38S8enekwzDu
loom,https://acnhcdn.com/acdb/housewares/FtrLoom_Remake_0_0.png,NA,NA,Checkered,Knitting,No,No,Yes,5,13000,3250,Brown,Red,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,None,None,None,Yes,Japanese Style,Does not play music,No lighting,For sale,FtrLoom_Remake_0_0,0_0,7681,y3D4YvZaqKFbmucLS
loom,https://acnhcdn.com/acdb/housewares/FtrLoom_Remake_0_1.png,NA,NA,Goldfish,Knitting,No,No,Yes,5,13000,3250,Brown,Light Blue,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,None,None,None,Yes,Japanese Style,Does not play music,No lighting,For sale,FtrLoom_Remake_0_1,0_1,7681,GqQdH3PTF9YsJaQhB
loom,https://acnhcdn.com/acdb/housewares/FtrLoom_Remake_0_2.png,NA,NA,Camellia,Knitting,No,No,Yes,5,13000,3250,Brown,Red,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,None,None,None,Yes,Japanese Style,Does not play music,No lighting,For sale,FtrLoom_Remake_0_2,0_2,7681,5aMzGZTa85sgkPQMX
loom,https://acnhcdn.com/acdb/housewares/FtrLoom_Remake_0_3.png,NA,NA,Chain print,Knitting,No,No,Yes,5,13000,3250,Brown,Blue,2x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,None,None,None,Yes,Japanese Style,Does not play music,No lighting,For sale,FtrLoom_Remake_0_3,0_3,7681,95Z47SedPvynyqc79
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_0_0.png,Light brown,NA,Plain,Screen,No,No,Yes,1,870,217,Beige,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_0,0_0,1029,GdddgngycnMu3krY3
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_0_1.png,Light brown,NA,Spring,Screen,No,No,Yes,1,870,217,Beige,Red,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_1,0_1,1029,sZ7p5GkxXZ5GYyiNe
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_0_2.png,Light brown,NA,Summer,Screen,No,No,Yes,1,870,217,Beige,Blue,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_2,0_2,1029,YndT2v92edTr4EY3w
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_0_3.png,Light brown,NA,Fall,Screen,No,No,Yes,1,870,217,Beige,Orange,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_3,0_3,1029,hGMk2vQcirmh2yAGA
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_0_4.png,Light brown,NA,Winter,Screen,No,No,Yes,1,870,217,Beige,Gray,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_0_4,0_4,1029,Gwu8QexAnW75SBRZM
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_1_0.png,Dark brown,NA,Plain,Screen,No,No,Yes,1,870,217,Brown,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_0,1_0,1029,YQ6Y6zqoy45P2QGwT
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_1_1.png,Dark brown,NA,Spring,Screen,No,No,Yes,1,870,217,Brown,Red,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_1,1_1,1029,fLJYqaAbALE8BqQuP
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_1_2.png,Dark brown,NA,Summer,Screen,No,No,Yes,1,870,217,Brown,Blue,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_2,1_2,1029,GLLCEYme77NGnbXqT
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_1_3.png,Dark brown,NA,Fall,Screen,No,No,Yes,1,870,217,Brown,Orange,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_3,1_3,1029,wpEEt3ujb8QdDJqYZ
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_1_4.png,Dark brown,NA,Winter,Screen,No,No,Yes,1,870,217,Brown,Gray,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_1_4,1_4,1029,f92P5xqCxtqLGPFec
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_2_0.png,Brown,NA,Plain,Screen,No,No,Yes,1,870,217,Orange,White,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_2_0,2_0,1029,L9tJ8ugaXEArEZZig
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_2_1.png,Brown,NA,Spring,Screen,No,No,Yes,1,870,217,Orange,Red,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_2_1,2_1,1029,RnnvaGqwmfP2DRdyE
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_2_2.png,Brown,NA,Summer,Screen,No,No,Yes,1,870,217,Orange,Blue,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_2_2,2_2,1029,RHy8yQ4JYK8aqKEwm
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_2_3.png,Brown,NA,Fall,Screen,No,No,Yes,1,870,217,Orange,Orange,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_2_3,2_3,1029,HWJQTa97uj2iWBqnt
low screen,https://acnhcdn.com/acdb/housewares/FtrScreenJapanLow_Remake_2_4.png,Brown,NA,Winter,Screen,No,No,Yes,1,870,217,Orange,Gray,1x0.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,No,Japanese Style,Does not play music,No lighting,For sale,FtrScreenJapanLow_Remake_2_4,2_4,1029,NYQ3u5MCEAXBsqQ8o
lunar lander,https://acnhcdn.com/acdb/housewares/FtrModule.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,16250,Gray,Yellow,2x2,Crafting,,1.0.0,space,None,None,None,No,Space,Does not play music,No lighting,Not for sale,FtrModule,NA,1440,CZT8FPWE7yb2jArFy
lunar rover,https://acnhcdn.com/acdb/housewares/FtrMoonrover.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,12580,Gray,Orange,2x2,Crafting,,1.0.0,space,None,None,None,No,Space,Does not play music,No lighting,Not for sale,FtrMoonrover,NA,1442,yHfaNTNuyaDor4kWE
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_0_0.png,Cream,NA,None,Shirt,No,No,Yes,1,2300,575,Pink,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_0_0,0_0,1500,9vctgTQ8hR8NAW7eY
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_0_1.png,Cream,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Pink,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_0_1,0_1,1500,an5eGHGb9SPtvHcv8
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_0_2.png,Cream,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,Pink,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_0_2,0_2,1500,aeRMSHRaKqiuAgwSP
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_0_3.png,Cream,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,Pink,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_0_3,0_3,1500,46EWow8Lu5kkAoMNF
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_1_0.png,Caramel mocha,NA,None,Shirt,No,No,Yes,1,2300,575,Beige,Beige,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_1_0,1_0,1500,fiTtrJmvCbXWgAjZi
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_1_1.png,Caramel mocha,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Beige,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_1_1,1_1,1500,aBDBJ87pxjYnC3Hxt
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_1_2.png,Caramel mocha,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,Beige,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_1_2,1_2,1500,EcBCAxJy7hreYrxCf
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_1_3.png,Caramel mocha,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,Beige,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_1_3,1_3,1500,5sGLoneypSYLSFvmF
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_2_0.png,Choco,NA,None,Shirt,No,No,Yes,1,2300,575,Brown,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_2_0,2_0,1500,sAHp3mdsQNBr6dFQc
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_2_1.png,Choco,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Brown,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_2_1,2_1,1500,SuvHqJo69uRSMjysi
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_2_2.png,Choco,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,Brown,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_2_2,2_2,1500,7kC3LAYNtRPGetXer
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_2_3.png,Choco,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,Brown,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_2_3,2_3,1500,hKAKqsecmEToav7Sg
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_3_0.png,Floral,NA,None,Shirt,No,No,Yes,1,2300,575,White,Pink,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_3_0,3_0,1500,85uduk44EWYc5PaM6
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_3_1.png,Floral,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,White,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_3_1,3_1,1500,vXQhgeXwCPnBgqF9p
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_3_2.png,Floral,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,White,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_3_2,3_2,1500,cPAud68JMYv6wyKJ4
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_3_3.png,Floral,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,White,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_3_3,3_3,1500,ECFK9SPzPqJYnQ95A
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_4_0.png,Checkered,NA,None,Shirt,No,No,Yes,1,2300,575,Gray,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_4_0,4_0,1500,CqkhDFNTSxzcENWJC
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_4_1.png,Checkered,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Gray,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_4_1,4_1,1500,9zMuhe8JKZBrfb3su
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_4_2.png,Checkered,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,Gray,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_4_2,4_2,1500,EZTJGq95kRKLgEwvA
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_4_3.png,Checkered,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,Gray,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_4_3,4_3,1500,uCjdHLGfv5F94edsD
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_5_0.png,Tweed,NA,None,Shirt,No,No,Yes,1,2300,575,Gray,Gray,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_5_0,5_0,1500,PuXd4tRQNRSpiLkTa
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_5_1.png,Tweed,NA,Red stripes,Shirt,No,No,Yes,1,2300,575,Gray,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_5_1,5_1,1500,3XQYi2MrZcapT9XMe
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_5_2.png,Tweed,NA,Blue stripes,Shirt,No,No,Yes,1,2300,575,Gray,Blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_5_2,5_2,1500,aQFHBPmCBEyTtcmZe
Mama bear,https://acnhcdn.com/acdb/housewares/FtrBearM_Remake_5_3.png,Tweed,NA,Yellow stripes,Shirt,No,No,Yes,1,2300,575,Gray,Yellow,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,bear,No,Animal,Does not play music,No lighting,For sale,FtrBearM_Remake_5_3,5_3,1500,gimiNLaKzgWhoBoHo
Mama panda,https://acnhcdn.com/acdb/housewares/FtrPandaM.png,NA,NA,NA,NA,No,No,No,NA,3500,875,Black,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,child's room,None,panda,No,Animal,Does not play music,No lighting,For sale,FtrPandaM,NA,9699,YBwCfHZkmrAaMyNBj
manhole cover,https://acnhcdn.com/acdb/housewares/FtrManhole_Remake_0_0.png,Silver,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,Black,Black,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Does not play music,No lighting,Not for sale,FtrManhole_Remake_0_0,0_0,144,BNf6CCMc2wbnKedp5
manhole cover,https://acnhcdn.com/acdb/housewares/FtrManhole_Remake_1_0.png,Bronze,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,Brown,Brown,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Does not play music,No lighting,Not for sale,FtrManhole_Remake_1_0,1_0,144,xxkEsQ2AYYXAjhqR9
manhole cover,https://acnhcdn.com/acdb/housewares/FtrManhole_Remake_2_0.png,Mountain,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,Green,Orange,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Does not play music,No lighting,Not for sale,FtrManhole_Remake_2_0,2_0,144,7G4hdunLfhGYT3yZK
manhole cover,https://acnhcdn.com/acdb/housewares/FtrManhole_Remake_3_0.png,Boat,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,Yellow,Light Blue,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Does not play music,No lighting,Not for sale,FtrManhole_Remake_3_0,3_0,144,zanYBmHku29ksAdKb
manhole cover,https://acnhcdn.com/acdb/housewares/FtrManhole_Remake_4_0.png,Castle,Cover design,NA,NA,Yes,Yes,No,3,NFS,2250,White,Pink,1x1,Crafting,,1.0.0,garden,None,None,None,Yes,Vehicle,Does not play music,No lighting,Not for sale,FtrManhole_Remake_4_0,4_0,144,r8siLR6oMNZPyjQjD
maple-leaf pond stone,https://acnhcdn.com/acdb/housewares/FtrStonewaterbowlAutumun.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2700,Brown,Orange,2x1,Crafting,Fall seasonal DIY using autumn leaves (caught with net),1.0.0,zen-style,garden,tree's bounty or leaves ,None,No,Japanese Style,Does not play music,No lighting,Not for sale,FtrStonewaterbowlAutumun,NA,7408,2FGMfr2BKcY7mnHqA
marimba,https://acnhcdn.com/acdb/housewares/FtrMarimba.png,NA,NA,NA,NA,No,No,No,NA,4300,1075,Brown,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,music,school,None,None,Yes,Musical Instrument,Does not play music,No lighting,For sale,FtrMarimba,NA,4121,SzF6bFn3g3Twkvxcm
Market Place decoration,https://acnhcdn.com/acdb/housewares/FtrCompassPole.png,NA,NA,NA,NA,No,No,No,NA,3200,800,Green,Yellow,2x1,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",1.1.0,facility,garden,None,None,No,Compass,Does not play music,No lighting,Not in catalog,FtrCompassPole,NA,12368,WzTQCv8QjsCxfwbpb
medium cardboard boxes,https://acnhcdn.com/acdb/housewares/FtrMovingboxM.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,240,None,None,2x1,Crafting,,1.0.0,garage,None,cardboard,None,No,Supplies,Does not play music,No lighting,Not for sale,FtrMovingboxM,NA,3411,eN3vqv37rnf88uiv5
menu chalkboard,https://acnhcdn.com/acdb/housewares/FtrMenuboard_Remake_0_0.png,Natural,NA,NA,NA,No,No,No,NA,1800,450,Orange,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Does not play music,No lighting,For sale,FtrMenuboard_Remake_0_0,0_0,1866,hZsxBiQ6uaGiL6nDr
menu chalkboard,https://acnhcdn.com/acdb/housewares/FtrMenuboard_Remake_1_0.png,Dark brown,NA,NA,NA,No,No,No,NA,1800,450,Brown,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Does not play music,No lighting,For sale,FtrMenuboard_Remake_1_0,1_0,1866,9fhe3AGZWHmHBafLX
menu chalkboard,https://acnhcdn.com/acdb/housewares/FtrMenuboard_Remake_2_0.png,White,NA,NA,NA,No,No,No,NA,1800,450,White,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Does not play music,No lighting,For sale,FtrMenuboard_Remake_2_0,2_0,1866,RZAMJiQT4uQ2y7gTE
menu chalkboard,https://acnhcdn.com/acdb/housewares/FtrMenuboard_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1800,450,Light Blue,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Does not play music,No lighting,For sale,FtrMenuboard_Remake_3_0,3_0,1866,45LCxYQEK6j988AR8
menu chalkboard,https://acnhcdn.com/acdb/housewares/FtrMenuboard_Remake_4_0.png,Red,NA,NA,NA,No,No,No,NA,1800,450,Red,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,shop,None,None,None,No,Shop,Does not play music,No lighting,For sale,FtrMenuboard_Remake_4_0,4_0,1866,vuknAcmcvWrxQsiYd
mic stand,https://acnhcdn.com/acdb/housewares/FtrMikeStand.png,NA,NA,NA,NA,No,No,No,NA,1000,250,Gray,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,music,party,None,None,No,Musical Instrument,Does not play music,No lighting,For sale,FtrMikeStand,NA,9503,7TwBRkuerxTkoHQAf
mini DIY workbench,https://acnhcdn.com/acdb/housewares/FtrWorkbenchS_Remake_0_0.png,Natural,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Beige,White,1x1,Crafting,,1.0.0,garage,None,None,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_0_0,0_0,3122,jGazK6f7jbFxGXTXB
mini DIY workbench,https://acnhcdn.com/acdb/housewares/FtrWorkbenchS_Remake_1_0.png,Brown,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Orange,White,1x1,Crafting,,1.0.0,garage,None,None,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_1_0,1_0,3122,DEqvZYgF3AgSrHj4j
mini DIY workbench,https://acnhcdn.com/acdb/housewares/FtrWorkbenchS_Remake_2_0.png,Ash brown,Paint color,NA,NA,Yes,Yes,No,4,NFS,2580,Brown,White,1x1,Crafting,,1.0.0,garage,None,None,None,Yes,Work Bench,Does not play music,No lighting,Not for sale,FtrWorkbenchS_Remake_2_0,2_0,3122,ppwPAvtvaauBQ8Pcx
