Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHA Series,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntryID
fishing-boat flag,https://acnhcdn.com/acdb/wall-mounted/FtrBigcatchflag_Remake_0_0.png,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,For sale,FtrBigcatchflag_Remake_0_0,0_0,3583,WLrh6WSuT6GRaeXJ4
fishing-boat flag,https://acnhcdn.com/acdb/wall-mounted/FtrBigcatchflag_Remake_1_0.png,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,For sale,FtrBigcatchflag_Remake_1_0,1_0,3583,CM4TC6fZ3A56nu4oc
fishing-boat flag,https://acnhcdn.com/acdb/wall-mounted/FtrBigcatchflag_Remake_2_0.png,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,For sale,FtrBigcatchflag_Remake_2_0,2_0,3583,6fkTnq6gtKGNZ2hkd
fishing-boat flag,https://acnhcdn.com/acdb/wall-mounted/FtrBigcatchflag_Remake_3_0.png,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,2200,550,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,ocean,None,None,None,No,Seaside,For sale,FtrBigcatchflag_Remake_3_0,3_0,3583,FvadFFEchz7wY8inP
floral swag,https://acnhcdn.com/acdb/wall-mounted/FtrFlowerSwag_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,1,NFS,200,Yellow,Light blue,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrFlowerSwag_Remake_0_0,0_0,4027,DixWDRX2EtfWWgGpn
floral swag,https://acnhcdn.com/acdb/wall-mounted/FtrFlowerSwag_Remake_1_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,200,Pink,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrFlowerSwag_Remake_1_0,1_0,4027,dqybXussR5wojtN2z
floral swag,https://acnhcdn.com/acdb/wall-mounted/FtrFlowerSwag_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,200,Purple,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrFlowerSwag_Remake_2_0,2_0,4027,8aQCZQPq5vXgLR343
floral swag,https://acnhcdn.com/acdb/wall-mounted/FtrFlowerSwag_Remake_3_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,200,White,Yellow,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrFlowerSwag_Remake_3_0,3_0,4027,CA7qXcXwJTNX7RCEB
floral swag,https://acnhcdn.com/acdb/wall-mounted/FtrFlowerSwag_Remake_4_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,200,Colorful,Green,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrFlowerSwag_Remake_4_0,4_0,4027,K2yF2iMQvn4HPPTaL
formal paper,https://acnhcdn.com/acdb/wall-mounted/FtrTestimonial_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,For sale,FtrTestimonial_Remake_0_0,0_0,4099,BQXoMfr2CcyQetnqz
formal paper,https://acnhcdn.com/acdb/wall-mounted/FtrTestimonial_Remake_1_0.png,Light brown,NA,NA,NA,No,No,No,NA,620,155,White,Yellow,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,For sale,FtrTestimonial_Remake_1_0,1_0,4099,yPRxJapynrZNcqZ3e
formal paper,https://acnhcdn.com/acdb/wall-mounted/FtrTestimonial_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,620,155,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,den,None,None,No,Study,For sale,FtrTestimonial_Remake_2_0,2_0,4099,sMhxWPv3yYTmJgm5k
fossil doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFossil_Remake_0_0.png,Gray,Color,NA,NA,Yes,Yes,No,1,NFS,500,Gray,Beige,1x1 ,Crafting,,1.0.0,facility,None,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719,vy29qgXL4FjiEdMZG
fossil doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentFossil_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,500,Blue,Beige,1x1 ,Crafting,,1.0.0,facility,None,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719,JFe7SwHRez7oT4ick
fruit wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathFruit.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,Colorful,Colorful,1x1 ,Crafting,,1.0.0,fancy,None,fruits,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathFruit,NA,4378,DhQAhiR5Wmz6KoqwE
gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWall_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1500,375,Gray,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,For sale,FtrGearWall_Remake_0_0,0_0,7280,yC8vuk8WW9jYRDRSM
gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWall_Remake_1_0.png,Copper,NA,NA,NA,No,No,No,NA,1500,375,Brown,Brown,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,For sale,FtrGearWall_Remake_1_0,1_0,7280,f5aFGh2RWbuSBkCQC
gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWall_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1500,375,Black,Black,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,For sale,FtrGearWall_Remake_2_0,2_0,7280,CHfH8eR7JWCBT6xXd
gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWall_Remake_3_0.png,Colorful,NA,NA,NA,No,No,No,NA,1500,375,Colorful,Colorful,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,For sale,FtrGearWall_Remake_3_0,3_0,7280,PX7LD3ypNo3JBbbqz
gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWall_Remake_4_0.png,Wooden,NA,NA,NA,No,No,No,NA,1500,375,Brown,Beige,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,garage,None,None,Yes,Facility Decor,For sale,FtrGearWall_Remake_4_0,4_0,7280,q2Y3Mo68vAwW7YNNg
gold HHA plaque,https://acnhcdn.com/acdb/wall-mounted/FtrShieldHhaGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450,Brown,Yellow,1x1 ,HHA,,1.0.0,living room,expensive,None,None,No,Museum,Not for sale,FtrShieldHhaGold,NA,7035,96FA4Adsv2zNHfLSg
gold rose wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathRoseGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000,Yellow,Yellow,1x1 ,Crafting,,1.0.0,expensive,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathRoseGold,NA,5820,geJErudegm7vdwPW9
golden gears,https://acnhcdn.com/acdb/wall-mounted/FtrGearWallGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,11125,Yellow,Yellow,2x1 ,Crafting,,1.0.0,expensive,None,golden,None,Yes,Facility Decor,Not for sale,FtrGearWallGold,NA,11261,KmDHWA6j4hEsbKkuf
grasshopper-head model,https://acnhcdn.com/acdb/wall-mounted/FtrInsectTonosamabattaFace.png,NA,NA,NA,NA,No,No,No,NA,1400,350,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,No,Special Insect,For sale,FtrInsectTonosamabattaFace,NA,11099,cWJSaiCHDL6REzvyq
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_0_0.png,Green,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Green,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_0_0,0_0,7282,B8BxKEKGEEjK88gjM
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_0_1.png,Green,NA,Mountains,Design,No,No,Yes,7,140000,35000,Green,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_0_1,0_1,7282,8XbZoCXwptySvKbQi
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_0_2.png,Green,NA,Fish,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_0_2,0_2,7282,Wig7YGk5xFjMaLPwo
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_0_3.png,Green,NA,Bird,Design,No,No,Yes,7,140000,35000,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_0_3,0_3,7282,BDbRXuPiT4fTTHYL5
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_0_4.png,Green,NA,Flower,Design,No,No,Yes,7,140000,35000,Green,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_0_4,0_4,7282,iRWSAWzPNwGhcuAPS
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_1_0.png,Brown,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Brown,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_1_0,1_0,7282,ZSaKDBJ3MDZBkjR5M
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_1_1.png,Brown,NA,Mountains,Design,No,No,Yes,7,140000,35000,Brown,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_1_1,1_1,7282,uG6iDJdePfvSACrCJ
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_1_2.png,Brown,NA,Fish,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_1_2,1_2,7282,BYYWmZsWuG9E6EYzN
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_1_3.png,Brown,NA,Bird,Design,No,No,Yes,7,140000,35000,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_1_3,1_3,7282,4hQtRfAFgJwFbX6YP
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_1_4.png,Brown,NA,Flower,Design,No,No,Yes,7,140000,35000,Brown,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_1_4,1_4,7282,iJ66E2e282EHtPQbj
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_2_0.png,Pink,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Pink,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_2_0,2_0,7282,wyKheQr3Dh8bs88yJ
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_2_1.png,Pink,NA,Mountains,Design,No,No,Yes,7,140000,35000,Pink,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_2_1,2_1,7282,KjjtFBWRK8xwcpXyW
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_2_2.png,Pink,NA,Fish,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_2_2,2_2,7282,N9HRxNfoy2rby5W9e
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_2_3.png,Pink,NA,Bird,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_2_3,2_3,7282,4astTwvSDfL28S64u
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_2_4.png,Pink,NA,Flower,Design,No,No,Yes,7,140000,35000,Pink,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_2_4,2_4,7282,RFoXDXCqabwbPFYJA
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_3_0.png,Blue,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Light blue,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_3_0,3_0,7282,nENqf7EXKWyepDkio
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_3_1.png,Blue,NA,Mountains,Design,No,No,Yes,7,140000,35000,Light blue,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_3_1,3_1,7282,8Pn9C5kuJGtQ3WaXp
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_3_2.png,Blue,NA,Fish,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_3_2,3_2,7282,rBvy2SBvLo2mcpoKo
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_3_3.png,Blue,NA,Bird,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_3_3,3_3,7282,R2dNMNdzTTqDfN4Wy
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_3_4.png,Blue,NA,Flower,Design,No,No,Yes,7,140000,35000,Light blue,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_3_4,3_4,7282,KhDQPxetc9jSS9jCS
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_4_0.png,Purple,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Purple,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_4_0,4_0,7282,42B2ejySFK4KksxbE
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_4_1.png,Purple,NA,Mountains,Design,No,No,Yes,7,140000,35000,Purple,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_4_1,4_1,7282,Y29udd3SufMiNDrSA
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_4_2.png,Purple,NA,Fish,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_4_2,4_2,7282,kHXAZCpLdSWkSjJZ7
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_4_3.png,Purple,NA,Bird,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_4_3,4_3,7282,gMsxAKrig7NNmki6v
hanging scroll,https://acnhcdn.com/acdb/wall-mounted/FtrHangingscroll_Remake_4_4.png,Purple,NA,Flower,Design,No,No,Yes,7,140000,35000,Purple,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,For sale,FtrHangingscroll_Remake_4_4,4_4,7282,C5fSdFpZkmJtzQ2du
hanging terrarium,https://acnhcdn.com/acdb/wall-mounted/FtrTerrariumWall_Remake_0_0.png,Black,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Black,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrTerrariumWall_Remake_0_0,0_0,3775,oXQnR76JRp3iHycMy
hanging terrarium,https://acnhcdn.com/acdb/wall-mounted/FtrTerrariumWall_Remake_1_0.png,Gold,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrTerrariumWall_Remake_1_0,1_0,3775,7DPeBhiiADTPxY8nj
hanging terrarium,https://acnhcdn.com/acdb/wall-mounted/FtrTerrariumWall_Remake_2_0.png,Brown,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrTerrariumWall_Remake_2_0,2_0,3775,K3qB54puJonAjt75M
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_0_0.png,Pink,NA,NA,NA,No,No,No,NA,600,150,Pink,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309,Lmtub5DdFXrXgoR6D
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309,LvwnwvwwpPczdTuLq
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_2_0.png,Monotone,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_3_0.png,Light blue,NA,NA,NA,No,No,No,NA,600,150,Blue,Light blue,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_4_0.png,Green,NA,NA,NA,No,No,No,NA,600,150,Green,Green,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_5_0.png,Orange,NA,NA,NA,No,No,No,NA,600,150,Orange,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_6_0.png,Red,NA,NA,NA,No,No,No,NA,600,150,Red,Red,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf
heart doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateHeart_Remake_7_0.png,Purple,NA,NA,NA,No,No,No,NA,600,150,Purple,Purple,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,For sale,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL
HHA pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPenantHha.png,NA,NA,NA,NA,No,No,No,NA,NFS,375,Blue,Yellow,1x1.5 ,HHA,,1.0.0,living room,expensive,None,None,No,Museum,Not for sale,FtrPenantHha,NA,7040,MxXAxkekKoMP5Wvuk
hyacinth wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathHyacinth.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,White,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathHyacinth,NA,5468,DjRfSJNwdpHu4Gshg
imperial decorative shelves,https://acnhcdn.com/acdb/wall-mounted/FtrOrientalShelfWall_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,8500,2125,Red,Red,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,For sale,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E
imperial decorative shelves,https://acnhcdn.com/acdb/wall-mounted/FtrOrientalShelfWall_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,8500,2125,Blue,Blue,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,For sale,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P
imperial decorative shelves,https://acnhcdn.com/acdb/wall-mounted/FtrOrientalShelfWall_Remake_2_0.png,Brown,NA,NA,NA,No,No,No,NA,8500,2125,Brown,Brown,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,For sale,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2
imperial decorative shelves,https://acnhcdn.com/acdb/wall-mounted/FtrOrientalShelfWall_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,8500,2125,Black,Black,2x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,For sale,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR
imperial dining lantern,https://acnhcdn.com/acdb/wall-mounted/FtrChineseLampWall_Remake_0_0.png,Gold,NA,NA,NA,No,No,No,NA,19000,4750,Yellow,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,For sale,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa
imperial dining lantern,https://acnhcdn.com/acdb/wall-mounted/FtrChineseLampWall_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,19000,4750,Black,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,For sale,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS
imperial dining lantern,https://acnhcdn.com/acdb/wall-mounted/FtrChineseLampWall_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,19000,4750,Blue,Red,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,For sale,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3
