Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHASeries,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntry ID
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_0_5.png,White,NA,Cheese,Design,No,No,Yes,1,460,115,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_0_5,0_5,1870,XPADQMdWmm8Bqm32D
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_0.png,Yellow,NA,Plain,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_0,1_0,1870,bQFBAwbcD95iqRziH
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_1.png,Yellow,NA,Square logo,Design,No,No,Yes,1,460,115,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_1,1_1,1870,6uX4vYM7xWGA5WeGF
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_2.png,Yellow,NA,Round logo,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_2,1_2,1870,rPyoZwAqdYns8fm4T
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_3.png,Yellow,NA,Fish,Design,No,No,Yes,1,460,115,Yellow,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_3,1_3,1870,ySdXasbwSjQeEt6RH
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_4.png,Yellow,NA,Carrot,Design,No,No,Yes,1,460,115,Yellow,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_4,1_4,1870,EtRnjPPnnub5T5sk7
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_1_5.png,Yellow,NA,Cheese,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_1_5,1_5,1870,qEzeNf9PaiLH5XZad
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_0.png,Red,NA,Plain,Design,No,No,Yes,1,460,115,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_0,2_0,1870,7BmG3ML42AiAv5QGy
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_1.png,Red,NA,Square logo,Design,No,No,Yes,1,460,115,Red,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_1,2_1,1870,NNCPmrWPsg2FoBQDA
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_2.png,Red,NA,Round logo,Design,No,No,Yes,1,460,115,Red,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_2,2_2,1870,c5rhXwKN6GCP6d8vo
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_3.png,Red,NA,Fish,Design,No,No,Yes,1,460,115,Red,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_3,2_3,1870,CTk87GoxCfQrRGhpf
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_4.png,Red,NA,Carrot,Design,No,No,Yes,1,460,115,Red,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_4,2_4,1870,kXPm644McZumSwTLT
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_2_5.png,Red,NA,Cheese,Design,No,No,Yes,1,460,115,Red,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_2_5,2_5,1870,ajeNwPsnPavW5qpgy
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_0.png,Blue,NA,Plain,Design,No,No,Yes,1,460,115,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_0,3_0,1870,eZ86wYcwNnnD8bSce
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_1.png,Blue,NA,Square logo,Design,No,No,Yes,1,460,115,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_1,3_1,1870,D26b8jW4mk45LiZzZ
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_2.png,Blue,NA,Round logo,Design,No,No,Yes,1,460,115,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_2,3_2,1870,LNA2f9hnHfcXyw2rr
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_3.png,Blue,NA,Fish,Design,No,No,Yes,1,460,115,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_3,3_3,1870,s87bjbocmwm2WqLqp
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_4.png,Blue,NA,Carrot,Design,No,No,Yes,1,460,115,Blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_4,3_4,1870,7hWCMhX3Gjg2q8jDM
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_3_5.png,Blue,NA,Cheese,Design,No,No,Yes,1,460,115,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_3_5,3_5,1870,ASfNFsMB6yd7XFHTZ
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_0.png,Green,NA,Plain,Design,No,No,Yes,1,460,115,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_0,4_0,1870,KyZHd8M8GjEmQ8hzL
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_1.png,Green,NA,Square logo,Design,No,No,Yes,1,460,115,Green,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_1,4_1,1870,JmsAiMuCv2Xyyd2Jc
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_2.png,Green,NA,Round logo,Design,No,No,Yes,1,460,115,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_2,4_2,1870,nERq4nq3958FrcNwG
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_3.png,Green,NA,Fish,Design,No,No,Yes,1,460,115,Green,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_3,4_3,1870,YEq4rqRepdyi2cSe9
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_4.png,Green,NA,Carrot,Design,No,No,Yes,1,460,115,Green,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_4,4_4,1870,GCWGN5yKnWZ5ydMvr
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_4_5.png,Green,NA,Cheese,Design,No,No,Yes,1,460,115,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_4_5,4_5,1870,ChodzE42GEjZTPRKy
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_0.png,Pink,NA,Plain,Design,No,No,Yes,1,460,115,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_0,5_0,1870,3HbZxThCfL37xr56K
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_1.png,Pink,NA,Square logo,Design,No,No,Yes,1,460,115,Pink,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_1,5_1,1870,2LmLdbiL7TZuz2RGG
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_2.png,Pink,NA,Round logo,Design,No,No,Yes,1,460,115,Pink,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_2,5_2,1870,9PxCCMcAfTjoCTbsi
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_3.png,Pink,NA,Fish,Design,No,No,Yes,1,460,115,Pink,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_3,5_3,1870,4gcq4bGaBWMF67RAo
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_4.png,Pink,NA,Carrot,Design,No,No,Yes,1,460,115,Pink,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_4,5_4,1870,oydDFcmSq22FzAQSD
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_5_5.png,Pink,NA,Cheese,Design,No,No,Yes,1,460,115,Pink,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_5_5,5_5,1870,NAQu7agDr6qoEZAxt
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_0.png,Turquoise,NA,Plain,Design,No,No,Yes,1,460,115,Light blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_0,6_0,1870,YxRbkNNsgkSTpfn6e
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_1.png,Turquoise,NA,Square logo,Design,No,No,Yes,1,460,115,Light blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_1,6_1,1870,sLhJcofkhJyqKTPhf
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_2.png,Turquoise,NA,Round logo,Design,No,No,Yes,1,460,115,Light blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_2,6_2,1870,Qao3iabvsJtBETCLR
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_3.png,Turquoise,NA,Fish,Design,No,No,Yes,1,460,115,Light blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_3,6_3,1870,iDQhK4bRtj38C8qp3
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_4.png,Turquoise,NA,Carrot,Design,No,No,Yes,1,460,115,Light blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_4,6_4,1870,ytznNFJvBYLytLRrA
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_6_5.png,Turquoise,NA,Cheese,Design,No,No,Yes,1,460,115,Light blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_6_5,6_5,1870,yfQyAR3sdZweYPJ7h
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_0.png,Black,NA,Plain,Design,No,No,Yes,1,460,115,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_0,7_0,1870,2vyRBHtG5tGFyNvQ3
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_1.png,Black,NA,Square logo,Design,No,No,Yes,1,460,115,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_1,7_1,1870,3p5zhgxEqJt8CZywN
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_2.png,Black,NA,Round logo,Design,No,No,Yes,1,460,115,Black,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_2,7_2,1870,vhLBpggKkpZ6eXvoL
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_3.png,Black,NA,Fish,Design,No,No,Yes,1,460,115,Black,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_3,7_3,1870,bFdzjebrDc6szwfKR
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_4.png,Black,NA,Carrot,Design,No,No,Yes,1,460,115,Black,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_4,7_4,1870,mbLEYt69HbDfiZkLJ
mug,https://acnhcdn.com/acdb/miscellaneous/FtrMug_Remake_7_5.png,Black,NA,Cheese,Design,No,No,Yes,1,460,115,Black,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,For sale,FtrMug_Remake_7_5,7_5,1870,SMQvugBgThwvTXusP
nail-art set,https://acnhcdn.com/acdb/miscellaneous/FtrNailartset_Remake_0_0.png,Pink,NA,NA,NA,No,No,No,NA,1000,250,Pink,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,Yes,Beauty,For sale,FtrNailartset_Remake_0_0,0_0,4076,ddEGBShTbijH7YPFB
nail-art set,https://acnhcdn.com/acdb/miscellaneous/FtrNailartset_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1000,250,Black,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,fancy,None,None,Yes,Beauty,For sale,FtrNailartset_Remake_1_0,1_0,4076,d4gSZKqGtMekTfrWx
Napoleonfish model,https://acnhcdn.com/acdb/miscellaneous/FtrFishNaporeonfishToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,30000,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishNaporeonfishToy,NA,6989,qXv6iHpv5NpATiq5Z
neon tetra model,https://acnhcdn.com/acdb/miscellaneous/FtrFishNeontetoraToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Light blue,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishNeontetoraToy,NA,6990,GsPionD6NiPDrb9Jk
Newton's cradle,https://acnhcdn.com/acdb/miscellaneous/FtrCradleNewton.png,NA,NA,NA,NA,No,No,No,NA,1300,325,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,Facility Decor,For sale,FtrCradleNewton,NA,8464,eWQCanbyvYGrx5rgc
nibble fish model,https://acnhcdn.com/acdb/miscellaneous/FtrFishDokutaafishToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,4500,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishDokutaafishToy,NA,6945,5tyrTQxqHnHLBXJjg
Nintendo Switch,https://acnhcdn.com/acdb/miscellaneous/FtrSwitch_Remake_0_0.png,Neon blue & neon red,,NA,NA,No,Yes,No,7,29980,7495,,,1x1,Nintendo,,1.1.0,child's room,living room,None,None,Yes,Game Console,For sale,FtrSwitch_Remake_0_0,0_0,12543,xbMhYY5KQyfGZf6cQ
Nintendo Switch,https://acnhcdn.com/acdb/miscellaneous/FtrSwitch_Remake_1_0.png,Gray,,NA,NA,No,Yes,No,7,29980,7495,,,1x1,Nintendo,,1.1.0,child's room,living room,None,None,Yes,Game Console,For sale,FtrSwitch_Remake_1_0,1_0,12543,M33kt7uPWPimowCGw
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Yellow,Yellow,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_0_0,0_0,6826,y3jgYesBLv7dtbyA6
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_1_0.png,Green,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Green,Green,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_1_0,1_0,6826,ubu6awiN2j7HiWbFd
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Light blue,Light blue,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_2_0,2_0,6826,uQdFJkDmHNXaYwBAX
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_3_0.png,Purple,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Purple,Purple,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_3_0,3_0,6826,QqvJsePsG2ukCuRHP
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_4_0.png,Pink,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Pink,Pink,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_4_0,4_0,6826,3FJQn44vZYycyYyRC
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_5_0.png,Orange,Color,NA,NA,Yes,Yes,No,4,NFS,2500,Orange,Orange,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_5_0,5_0,6826,TuYtihoa5k5H8qJ5X
nova light,https://acnhcdn.com/acdb/miscellaneous/FtrStarLamp_Remake_6_0.png,White,Color,NA,NA,Yes,Yes,No,4,NFS,2500,White,White,1x1,Crafting,,1.0.0,space,fancy,stars,None,Yes,Lamp,Not for sale,FtrStarLamp_Remake_6_0,6_0,6826,eZiPscDcPSmbFGMSi
nutcracker,https://acnhcdn.com/acdb/miscellaneous/FtrNutcracker_Remake_0_0.png,Red,Variation,NA,NA,No,Yes,No,2,NFS,1200,Red,Gray,1x1,Gulliver,,1.0.0,folk art,None,None,None,Yes,Folk Craft Decor,Not for sale,FtrNutcracker_Remake_0_0,0_0,7284,Mt3qv52Bsj77qPbRb
nutcracker,https://acnhcdn.com/acdb/miscellaneous/FtrNutcracker_Remake_1_0.png,Blue,Variation,NA,NA,No,Yes,No,2,NFS,1200,Blue,Green,1x1,Gulliver,,1.0.0,folk art,None,None,None,Yes,Folk Craft Decor,Not for sale,FtrNutcracker_Remake_1_0,1_0,7284,SWP9XHxp5PKzSFL5W
oarfish model,https://acnhcdn.com/acdb/miscellaneous/FtrFishRyuuguunotukaiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,27000,Red,Blue,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishRyuuguunotukaiToy,NA,7011,jsoFDQb8MhTgHFs4C
ocean sunfish model,https://acnhcdn.com/acdb/miscellaneous/FtrFishManbouToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,12000,Blue,Black,2x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishManbouToy,NA,6984,cCHf8JZN75Jr3iir8
oil lamp,https://acnhcdn.com/acdb/miscellaneous/FtrSpiritlamp.png,NA,NA,NA,NA,No,No,No,NA,400,100,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,Yes,Lamp,For sale,FtrSpiritlamp,NA,3654,3AB3qfE7suZYPr75P
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_0_0.png,Light blue,NA,NA,NA,No,No,No,NA,1200,300,Light blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_0_0,0_0,4111,RLHo4koYuGhHo4gTg
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1200,300,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_1_0,1_0,4111,CsS3jhpPKR3Qb8ZnY
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,1200,300,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_2_0,2_0,4111,mhavN9irB2DrzeCxK
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_3_0.png,White,NA,NA,NA,No,No,No,NA,1200,300,Beige,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_3_0,3_0,4111,QFmQvSrBcTeCN68g9
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_4_0.png,Black,NA,NA,NA,No,No,No,NA,1200,300,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_4_0,4_0,4111,8TndmRWTstNaagQvS
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_5_0.png,Copper,NA,NA,NA,No,No,No,NA,1200,300,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_5_0,5_0,4111,4YPfvy5t4HFc5YRxD
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_6_0.png,Silver,NA,NA,NA,No,No,No,NA,1200,300,Gray,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_6_0,6_0,4111,kGbz4Q6yWeNBGEkwm
old-fashioned alarm clock,https://acnhcdn.com/acdb/miscellaneous/FtrClockBell_Remake_7_0.png,Gold,NA,NA,NA,No,No,No,NA,1200,300,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,child's room,None,None,Yes,Clock,For sale,FtrClockBell_Remake_7_0,7_0,4111,MCW3kK42ma57CzwL6
old-fashioned washtub,https://acnhcdn.com/acdb/miscellaneous/FtrWashtub.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,360,Brown,Beige,1x1,Crafting,,1.0.0,bathroom,None,None,None,No,Bathroom Things,Not for sale,FtrWashtub,NA,4393,YCax6gZKPJ7RFwfWH
olive flounder model,https://acnhcdn.com/acdb/miscellaneous/FtrFishHirameToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,2400,Beige,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,Not for sale,FtrFishHirameToy,NA,6957,A83HDd8HNsAZhAWNc
orchid mantis model,https://acnhcdn.com/acdb/miscellaneous/FtrInsectHanakamakiriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,7200,White,Pink,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,Not for sale,FtrInsectHanakamakiriToy,NA,7061,SehroeWLThsXHvyrW
painting set,https://acnhcdn.com/acdb/miscellaneous/FtrPaintset_Remake_0_0.png,Yellow,NA,Blank,Drawing paper,No,No,Yes,1,510,127,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,child's room,None,None,No,Toy,For sale,FtrPaintset_Remake_0_0,0_0,3965,bRc7G9cizcrpBRW72
painting set,https://acnhcdn.com/acdb/miscellaneous/FtrPaintset_Remake_0_1.png,Yellow,NA,Smile,Drawing paper,No,No,Yes,1,510,127,Yellow,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,child's room,None,None,No,Toy,For sale,FtrPaintset_Remake_0_1,0_1,3965,AEpTyLsv7KtDSm6M5
painting set,https://acnhcdn.com/acdb/miscellaneous/FtrPaintset_Remake_0_2.png,Yellow,NA,Bug,Drawing paper,No,No,Yes,1,510,127,Yellow,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,child's room,None,None,No,Toy,For sale,FtrPaintset_Remake_0_2,0_2,3965,wnwpsxazFk4ePTLqH
painting set,https://acnhcdn.com/acdb/miscellaneous/FtrPaintset_Remake_0_3.png,Yellow,NA,Still life,Drawing paper,No,No,Yes,1,510,127,Yellow,Colorful,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,child's room,None,None,No,Toy,For sale,FtrPaintset_Remake_0_3,0_3,3965,uGau2C8GCpD8GBMxr
