Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,Label Themes,Catalog,Filename,InternalID,UniqueEntryID
kurta,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLKuruta1.png,Gray,No,1200,300,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLKuruta1,7581,Cx2ZZgTznJp7mTEBu
kurta,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLKuruta2.png,Blue,No,1200,300,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLKuruta2,7582,Gey9xkrFjYooKEYBa
kurta,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLKuruta3.png,Beige,No,1200,300,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLKuruta3,7583,AGCWGsR7LJCim8yZb
music-fest shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLLive0.png,Black,No,1200,300,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; theatrical,For sale,TopsTexTopTshirtsLLive0,5290,NSwQbcYthSHu3kynp
music-fest shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLLive1.png,Red,No,1200,300,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; theatrical,For sale,TopsTexTopTshirtsLLive1,8410,H3nbziRn3mZ6erL9E
music-fest shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLLive2.png,Purple,No,1200,300,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; theatrical,For sale,TopsTexTopTshirtsLLive2,8411,9oDQ8Ytb4nqgaLFDF
music-fest shirt,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsLLive3.png,Light blue,No,1200,300,Light blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; theatrical,For sale,TopsTexTopTshirtsLLive3,8412,Z4FnWS58ohr7y9xyR
plaid puffed-sleeve shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHPlaid0.png,Fancy plaid,No,1200,300,Light blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; vacation,For sale,TopsTexTopPuffHPlaid0,9827,ReaSZN5ybekKqA7vX
plaid puffed-sleeve shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHPlaid1.png,Energetic plaid,No,1200,300,Orange,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; vacation,For sale,TopsTexTopPuffHPlaid1,12083,BcpPecAjux3ptAGiX
plaid puffed-sleeve shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHPlaid2.png,Dreamy plaid,No,1200,300,Purple,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; vacation,For sale,TopsTexTopPuffHPlaid2,12084,d8irdzPcagbwcKsae
plaid puffed-sleeve shirt,https://acnhcdn.com/acdb/tops/TopsTexTopPuffHPlaid3.png,Sweet plaid,No,1200,300,Green,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; fairy tale; vacation,For sale,TopsTexTopPuffHPlaid3,12085,fJmQkeYZpr9vDuTDL
rainbow sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRainbow0.png,Black,No,1200,300,Black,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy,For sale,TopsTexTopOuterLRainbow0,4595,hLvcnzrwTReaipEFc
rainbow sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRainbow1.png,White,No,1200,300,White,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy,For sale,TopsTexTopOuterLRainbow1,7644,d4esRA6k9CBecvYmo
rainbow sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRainbow2.png,Red,No,1200,300,Red,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy,For sale,TopsTexTopOuterLRainbow2,7645,hRTxs8AeDocnTL5sg
rainbow sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRainbow3.png,Green,No,1200,300,Green,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy,For sale,TopsTexTopOuterLRainbow3,7646,LQQKc9NhDjQ7YwrHE
rainbow sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRainbow4.png,Light blue,No,1200,300,Light blue,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,everyday; comfy,For sale,TopsTexTopOuterLRainbow4,7647,qLpKtbDSZJwZjff8R
retro sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLHighsence0.png,Purple,No,1200,300,Purple,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; formal; party,For sale,TopsTexTopOuterLHighsence0,4575,dEvz6cPYicrEfAXRp
retro sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLHighsence1.png,Yellow,No,1200,300,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; party; comfy; theatrical,For sale,TopsTexTopOuterLHighsence1,7854,56SLh3Xe9JMidqdew
retro sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLHighsence2.png,White,No,1200,300,White,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; party; comfy; theatrical,For sale,TopsTexTopOuterLHighsence2,7855,PJhoKmc4usG4bBR4X
retro sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLHighsence3.png,Blue,No,1200,300,Blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday; party; comfy; theatrical,For sale,TopsTexTopOuterLHighsence3,7856,7epkKiAnKHdHgr39G
safety vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHTraffic0.png,Black,No,1200,300,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexTopYshirtsHTraffic0,4435,JLcSnZ8EXeZxDyjf8
safety vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHTraffic1.png,Orange,No,1200,300,Orange,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,work,For sale,TopsTexTopYshirtsHTraffic1,9476,RBPJCNpDF2mnPyTmE
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina0.png,Pink,No,1200,300,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina0,3248,AMwJDy7BkmgsRzcLe
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina1.png,Blue,No,1200,300,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina1,9135,CQFEnNxBda2pqPnWW
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina2.png,Mustard,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina2,9136,TMq7P62uotmTL6SPd
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina3.png,Gray,No,1200,300,Gray,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina3,9137,Ydiwrzqm7nkfGEmaJ
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina4.png,Purple,No,1200,300,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina4,9138,zryyaJCPJivDutvYp
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina5.png,Green,No,1200,300,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina5,9139,FQKSgurrbqTzLuAHC
silk floral-print shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHChina6.png,Orange,No,1200,300,Orange,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopYshirtsHChina6,9140,xuuwypJLNDXo7YBuA
sleeveless parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterNNosleeve0.png,Green,No,1200,300,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty; vacation,For sale,TopsTexTopOuterNNosleeve0,5774,TFvaM2vZtnS7wo6jf
sleeveless parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterNNosleeve1.png,Black,No,1200,300,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty; vacation,For sale,TopsTexTopOuterNNosleeve1,7994,AsNvixvBHvP7Xc6nn
sleeveless parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterNNosleeve2.png,Pink,No,1200,300,Pink,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty; vacation,For sale,TopsTexTopOuterNNosleeve2,7995,c6m3pF65kwa3KCSNu
sleeveless parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterNNosleeve3.png,Purple,No,1200,300,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty; vacation,For sale,TopsTexTopOuterNNosleeve3,7996,QnPQeiQ3CbF3J8yEQ
sleeveless parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterNNosleeve4.png,Orange,No,1200,300,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,outdoorsy; comfy; sporty; vacation,For sale,TopsTexTopOuterNNosleeve4,7997,niinXuaF3g4uswfBg
sweetheart tank and shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBustier0.png,Gray,No,1200,300,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,TopsTexTopYshirtsLBustier0,4578,gwnNYkzXpXQS7iRb9
sweetheart tank and shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBustier1.png,Beige,No,1200,300,Orange,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,TopsTexTopYshirtsLBustier1,9032,rRoxaLN2cg4PzNqrn
sweetheart tank and shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBustier2.png,Green,No,1200,300,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,TopsTexTopYshirtsLBustier2,9033,5cH3DQ8pqiyya7wFu
sweetheart tank and shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBustier3.png,Pink,No,1200,300,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,TopsTexTopYshirtsLBustier3,9034,GZSDRuMgmwaLjKDdf
sweetheart tank and shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBustier4.png,Blue,No,1200,300,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; comfy,For sale,TopsTexTopYshirtsLBustier4,9035,mYT5zFDFWRaghdePf
puffy vest,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLDownvest0.png,Navy blue,No,1250,312,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopOuterLDownvest0,4277,iE5y8osXZPtraaA9p
puffy vest,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLDownvest1.png,Camel,No,1250,312,Brown,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopOuterLDownvest1,8322,acCfL5ou8ZvkaG4Pz
puffy vest,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLDownvest2.png,Blue,No,1250,312,Purple,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopOuterLDownvest2,8323,hZM2kzzxMrLg7gd79
puffy vest,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLDownvest3.png,Olive,No,1250,312,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopOuterLDownvest3,8324,teMY2x5bJQntfv4z2
puffy vest,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLDownvest4.png,Red,No,1250,312,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopOuterLDownvest4,8325,kg2rSvEj8F3P9gyYF
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling0.png,Red,No,1260,315,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling0,3698,nqr3XGTNmtobMKMch
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling1.png,Blue,No,1260,315,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling1,9437,tHec3uk7yi9pX3w76
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling2.png,Yellow,No,1260,315,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling2,9438,jWPmrHsMmXecGwYHn
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling3.png,Orange,No,1260,315,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling3,9439,5SrN3MemLC3WYSzid
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling4.png,Beige,No,1260,315,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling4,9440,mJoxyDuWCsLYrgezX
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling5.png,Green,No,1260,315,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling5,9441,Br7ALnLdbDirrygcG
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling6.png,Light blue,No,1260,315,Light blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling6,9442,NN3x44G3BGprvKEfv
bowling shirt,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsHBowling7.png,Purple,No,1260,315,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,comfy; sporty,For sale,TopsTexTopYshirtsHBowling7,9443,TwSnqcb7TtumRZLvW
printed fleece sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLFleece0.png,Moss green,No,1260,315,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,TopsTexTopOuterLFleece0,4680,kSS9mxjWJBT4ho222
printed fleece sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLFleece1.png,Blue,No,1260,315,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,TopsTexTopOuterLFleece1,7850,r4xo3AA59z6v2x5F6
printed fleece sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLFleece2.png,Brown,No,1260,315,Beige,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,TopsTexTopOuterLFleece2,7851,hMsRJSYM6EueyMAGX
printed fleece sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLFleece3.png,Purple,No,1260,315,Purple,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,TopsTexTopOuterLFleece3,7852,WokfdCbfHNSEx83jR
printed fleece sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLFleece4.png,Green,No,1260,315,Green,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy,For sale,TopsTexTopOuterLFleece4,7853,KdZGYyFf9JWpavi9y
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain0.png,Yellow,No,1280,320,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain0,3170,XQwkEbgETSTZdvWGB
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain1.png,Green,No,1280,320,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain1,8288,ZWMBkfAczJYF7uvYN
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain2.png,Blue,No,1280,320,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain2,8289,82kBkGe6nyfei4697
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain3.png,Purple,No,1280,320,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain3,8290,fLjFWwqCd2xaRGKSk
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain4.png,Pink,No,1280,320,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain4,8291,q2AqLyDP6MGAuKyFM
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain5.png,Red,No,1280,320,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain5,8292,Fypf32oYkmFuBzLxH
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain6.png,Beige,No,1280,320,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain6,8293,uSxTgfA4FhXs8BwQa
raincoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLRain7.png,Black,No,1280,320,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLRain7,8294,2ncxzYn6qRi89Cnik
Aran-knit cardigan,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLArancardigan0.png,Beige,No,1300,325,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan0,3643,fJR97K7r3qHAB2TLr
Aran-knit cardigan,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLArancardigan1.png,Light blue,No,1300,325,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan1,7678,MzK6AWudRCPLEdSPi
Aran-knit cardigan,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLArancardigan2.png,Pink,No,1300,325,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan2,7679,mJtGnjdLxpmdakhxo
Aran-knit cardigan,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLArancardigan3.png,Yellow,No,1300,325,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLArancardigan3,7680,7nmckbhG5uG3JQxPz
folk shirt,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLNative0.png,Red,No,1300,325,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLNative0,4446,4DPTD6n87FGTiWDgo
folk shirt,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLNative1.png,Brown,No,1300,325,Brown,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLNative1,7848,ZE3BkipjbF7LR3KYQ
folk shirt,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLNative2.png,Blue,No,1300,325,Light blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLNative2,7849,E9CrHL88bA9XGfqXg
fuzzy vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBoavest0.png,Navy blue,No,1300,325,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopYshirtsLBoavest0,4212,zDuhEnw6GQy2yx2ZH
fuzzy vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBoavest1.png,Beige,No,1300,325,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopYshirtsLBoavest1,8514,eYjpT3S4v6BpYRnmR
fuzzy vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBoavest2.png,Brown,No,1300,325,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopYshirtsLBoavest2,8515,xqaAfLAbNnoZ5TdAw
fuzzy vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBoavest3.png,Green,No,1300,325,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopYshirtsLBoavest3,8516,72fnwf7C6ku4fENhT
fuzzy vest,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBoavest4.png,Red,No,1300,325,Red,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopYshirtsLBoavest4,8517,hMns8akKBoXofFwcZ
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer0.png,Yellow,No,1330,332,Yellow,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer0,3249,4rvWx7peff8vvTL2C
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer1.png,Black,No,1330,332,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer1,9379,qm26e2wwCDtpa56F3
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer2.png,Red,No,1330,332,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer2,9380,gdczq2ajJj8kDu4eZ
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer3.png,Blue,No,1330,332,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer3,9381,aYsifYzk8DCczrYw4
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer4.png,Light blue,No,1330,332,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer4,9382,AMfAdzPJm7o69rXSr
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer5.png,Green,No,1330,332,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer5,9383,AEPxQENXZtiTbJpej
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer6.png,Orange,No,1330,332,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer6,9384,aaqEhL2A4aLasNjjS
soccer-uniform top,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHSoccer7.png,White,No,1330,332,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,sporty; work,For sale,TopsTexTopTshirtsHSoccer7,9385,LR5TeDTpMDx8e4mxX
anorak jacket,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLAnorak0.png,Camel,No,1400,350,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak0,4793,agpR79ZTHcuQheDdF
anorak jacket,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLAnorak1.png,Red,No,1400,350,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak1,9308,Ws4vh3dya8i8nPtJ9
anorak jacket,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLAnorak2.png,Blue,No,1400,350,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; outdoorsy,For sale,TopsTexTopCoatLAnorak2,9309,BaiWuWNL9muLeYYkQ
boa fleece,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLFleece0.png,White,No,1400,350,White,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; comfy,For sale,TopsTexTopYshirtsLFleece0,3705,ajrhqED9o9KJD82qY
boa fleece,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLFleece1.png,Green,No,1400,350,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Active,everyday; outdoorsy; comfy,For sale,TopsTexTopYshirtsLFleece1,8315,onYuhrcTdxzzQnsXi
